Text,WER,DNSMOS,MCD,PESQ,STOI,Recognized Text,Audio File,Reference Audio File
"They shopped, walked, rode, and called all day, went to theaters and operas or frolicked at home in the evening, for Annie had many friends and knew how to entertain them.",0.45161290322580644,3.909411410762789,104.64625373513606,1.0793964862823486,0.2725254721643291,"they shopped, walked, rode and called all day, went to theatres and operas or frolicked at home in the evening.",generated_audio/jenny_audio_15.wav,reference_audio/jenny_reference_15.wav
"Her older sisters were very fine young ladies, and one was engaged, which was extremely interesting and romantic, Meg thought.",0.45,3.7174510672508245,105.9820207648605,1.0701171159744263,0.11502530076932743,"her older sisters were very fine young ladies, and one was engaged.",generated_audio/jenny_audio_16.wav,reference_audio/jenny_reference_16.wav
"Mr. Moffat was a fat, jolly old gentleman, who knew her father, and Mrs. Moffat, a fat, jolly old lady, who took as great a fancy to Meg as her daughter had done.",0.09090909090909091,3.8659365055254016,67.78579830641753,1.0517921447753906,0.08728253926475052,"mr. moffat was a fat, jolly old gentleman who knew her father and mrs. moffat, a fat, jolly old lady who took as great a fancy to meg as her daughter had done.",generated_audio/jenny_audio_17.wav,reference_audio/jenny_reference_17.wav
"Everyone petted her, and 'Daisey', as they called her, was in a fair way to have her head turned.",0.10526315789473684,3.990648862255804,68.22150587313693,2.2803163528442383,0.25756435088167084,"everyone petted her, and daisy, as they called her, was in a fair way to have her head churned.",generated_audio/jenny_audio_18.wav,reference_audio/jenny_reference_18.wav
"When the evening for the small party came, she found that the poplin wouldn't do at all, for the other girls were putting on thin dresses and making themselves very fine indeed.",0.21875,3.880863124876445,88.130666068777,1.287511944770813,0.2036547424069947,"when the evening for the small party came, she found that the poplin wouldn't do at all, for the other girls were putting on thin dresses.",generated_audio/jenny_audio_19.wav,reference_audio/jenny_reference_19.wav
"So out came the tarlatan, looking older, limper, and shabbier than ever beside Sallie's crisp new one.",0.23529411764705882,3.7238948862965726,84.49601308574884,1.2913548946380615,0.2159955932172624,"so out came the charlatan, looking older, limper and shabbier than ever besides sally's crisp new one.",generated_audio/jenny_audio_20.wav,reference_audio/jenny_reference_20.wav
"Meg saw the girls glance at it and then at one another, and her cheeks began to burn, for with all her gentleness she was very proud.",0.1111111111111111,3.854709322990793,76.61539921546117,1.928921103477478,0.15795907247928678,"meg saw the girls glance at it and then at one another and her cheeks began to burn. for with all her gentleness, she was very proud.",generated_audio/jenny_audio_21.wav,reference_audio/jenny_reference_21.wav
"No one said a word about it, but Sallie offered to dress her hair, and Annie to tie her sash, and Belle, the engaged sister, praised her white arms.",0.2413793103448276,3.921104352951485,82.2381524952195,1.3494250774383545,0.17154612100956637,"owen said a word about it, but sally offered to dress her hair and annie to tie her sash and bell. the engaged sister praised her white arms.",generated_audio/jenny_audio_22.wav,reference_audio/jenny_reference_22.wav
"Pretty smart for a nipper of seven, eh?'.",0.25,3.368301799642511,93.65920220705785,1.0202051401138306,0.2569282787310757,pretty smart for a nipper of seven.,generated_audio/jenny_audio_23.wav,reference_audio/jenny_reference_23.wav
"But in their kindness Meg saw only pity for her poverty, and her heart felt very heavy as she stood by herself, while the others laughed, chattered, and flew about like gauzy butterflies.",0.09090909090909091,3.9044898664692114,73.48183569913547,2.9069440364837646,0.13599629941479296,"but in their kindness meg saw only pity for her poverty and her heart felt very heavy as she stood by herself while the others laughed, chattered and flew about like gauzy butterflies.",generated_audio/jenny_audio_24.wav,reference_audio/jenny_reference_24.wav
"The hard, bitter feeling was getting pretty bad, when the maid brought in a box of flowers.",0.11764705882352941,3.7289133530130956,68.66160413224374,1.8645309209823608,0.12833032063110827,the hard bitter feeling was getting pretty bad when the maid brought in a box of flowers.,generated_audio/jenny_audio_25.wav,reference_audio/jenny_reference_25.wav
"Before she could speak, Annie had the cover off, and all were exclaiming at the lovely roses, heath, and fern within.",0.047619047619047616,3.7031868857664243,67.00020581219968,1.7342267036437988,0.13810564259959396,"before she could speak, annie had the cover off, and all were exclaiming at the lovely roses, heath and fern within.",generated_audio/jenny_audio_26.wav,reference_audio/jenny_reference_26.wav
"'It's for Belle, of course, George always sends her some, but these are altogether ravishing,' cried Annie, with a great sniff.",0.14285714285714285,3.8007251702401286,76.16139194802957,1.3482866287231445,0.028520953790742543,"it's for belle, of course. george always sends her some, but these are altogether ravishing, cried annie, with a great sniff.",generated_audio/jenny_audio_27.wav,reference_audio/jenny_reference_27.wav
"'They are for Miss March, the man said.",0.125,3.710221961608089,76.88197972750756,1.1103768348693848,0.2448654186052513,"they are for miss march, the man said.",generated_audio/jenny_audio_28.wav,reference_audio/jenny_reference_28.wav
"And here's a note,' put in the maid, holding it to Meg.",0.16666666666666666,3.813162088655813,64.6148804291072,1.484130620956421,0.2401514857366587,"and here's a note, but in the maid, holding it to meg.",generated_audio/jenny_audio_29.wav,reference_audio/jenny_reference_29.wav
Who are they from?,0.0,3.221260453323303,65.18573105194754,1.0623576641082764,0.26735771855205365,who are they from?,generated_audio/jenny_audio_30.wav,reference_audio/jenny_reference_30.wav
"Didn't know you had a lover,' cried the girls, fluttering about Meg in a high state of curiosity and surprise.",0.1,3.9035582194892875,91.61174669201696,1.5556466579437256,0.2139320097077195,"didn't know you had a lover, cried the girls, fluttering about, meg in a high state of curiosity and surprise.",generated_audio/jenny_audio_31.wav,reference_audio/jenny_reference_31.wav
"'The note is from Mother, and the flowers from Laurie,' said Meg simply, yet much gratified that he had not forgotten her.",0.18181818181818182,3.872724998146639,77.58082332310848,1.2650283575057983,0.21791720424799593,"the note is from mother, and the flower is from laurie, said meg simply, yet much gratified that he had not forgotten her.",generated_audio/jenny_audio_32.wav,reference_audio/jenny_reference_32.wav
"She enjoyed herself very much that evening, for she danced to her heart's content.",0.0,3.793686839498668,68.65397233401308,1.1493244171142578,0.2495331750043348,"she enjoyed herself very much that evening, for she danced to her heart's content.",generated_audio/jenny_audio_33.wav,reference_audio/jenny_reference_33.wav
'What happened to the man?' said Winston.,0.2857142857142857,3.6931528412987396,159.64262422222154,1.5629029273986816,0.09076841656131389,what happened to the man? said winston.,generated_audio/jenny_audio_34.wav,reference_audio/jenny_reference_34.wav
"Everyone was very kind, and she had three compliments.",0.1111111111111111,3.870053926353089,63.621733090374605,1.3349038362503052,0.16770582591503827,everyone was very kind and she had three compliments.,generated_audio/jenny_audio_35.wav,reference_audio/jenny_reference_35.wav
"Annie made her sing, and some one said she had a remarkably fine voice.",0.21428571428571427,3.56459034593752,71.07245410506813,1.5244166851043701,0.20359226799739996,annie made her sing and someone said she had a remarkably fine voice.,generated_audio/jenny_audio_36.wav,reference_audio/jenny_reference_36.wav
"So altogether she had a very nice time, till she overheard a bit of conversation, which disturbed her extremely.",0.10526315789473684,3.982405864736865,72.91389429287541,1.1138134002685547,0.15930191358401904,so altogether she had a very nice time till she overheard a bit of conversation which disturbed her extremely.,generated_audio/jenny_audio_37.wav,reference_audio/jenny_reference_37.wav
"She was sitting just inside the conservatory, waiting for her partner to bring her an ice, when she heard a voice ask on the other side of the flowery wall...",0.5,3.915139318256001,99.01839935012461,2.450401544570923,0.28613465986719694,"she was sitting just inside the conservatory, waiting for her partner to bring her an ice.",generated_audio/jenny_audio_38.wav,reference_audio/jenny_reference_38.wav
'How old is he?',0.5,3.384995078110958,81.32277610894441,1.034208059310913,0.09042022868991066,how old is he?,generated_audio/jenny_audio_39.wav,reference_audio/jenny_reference_39.wav
"'Sixteen or seventeen, I should say,' replied another voice.",0.3333333333333333,3.7904620133307034,63.637749854963126,1.2950263023376465,0.0454860858789385,"16 or 17, i should say, replied another voice.",generated_audio/jenny_audio_40.wav,reference_audio/jenny_reference_40.wav
"'It would be a grand thing for one of those girls, wouldn't it?",0.07692307692307693,3.379364470256796,79.56325244007037,1.452217936515808,0.14434412390290483,"it would be a grand thing for one of those girls, wouldn't it?",generated_audio/jenny_audio_41.wav,reference_audio/jenny_reference_41.wav
"Sallie says they are very intimate now, and the old man quite dotes on them.'",0.2,3.8590222266393885,88.432350464634,1.0643311738967896,0.28121753554627915,sally says they are very intimate now and the old man quite dotes on them.,generated_audio/jenny_audio_42.wav,reference_audio/jenny_reference_42.wav
"'Mrs. M. has made her plans, I dare say, and will play her cards well, early as it is.",0.10526315789473684,3.9165140314796747,103.82389427961083,1.2053444385528564,0.15446034163623598,"mrs. emin has made her plans, i dare say, and will play her cards well, early as it is.",generated_audio/jenny_audio_43.wav,reference_audio/jenny_reference_43.wav
"The girl evidently doesn't think of it yet,' said Mrs. Moffat.",0.18181818181818182,3.8045879875627007,85.62457644887199,1.5877785682678223,0.25285662394579383,"the girl gently doesn't think of it yet, said mrs. moffat.",generated_audio/jenny_audio_44.wav,reference_audio/jenny_reference_44.wav
"'Ah, that I couldn't say, of course.",0.2857142857142857,3.7111598414775964,103.1534617788184,1.249363899230957,0.3551243155616229,"ah, that i couldn't say of course.",generated_audio/jenny_audio_45.wav,reference_audio/jenny_reference_45.wav
"'She told that fib about her momma, as if she did know, and colored up when the flowers came quite prettily.",0.23809523809523808,3.745818711302261,76.44376063878651,3.0315117835998535,0.13846709849378808,she told it fib about her mama as if she did know and coloured up when the flowers came quite prettily.,generated_audio/jenny_audio_46.wav,reference_audio/jenny_reference_46.wav
She'd be so nice if she was only got up in style.,0.0,3.7522683667952377,62.87914155118723,1.036507487297058,0.29502537649084104,she'd be so nice if she was only got up in style.,generated_audio/jenny_audio_47.wav,reference_audio/jenny_reference_47.wav
Do you think she'd be offended if we offered to lend her a dress for Thursday?',0.0625,3.707983881715003,79.0039099454092,1.3580353260040283,0.22396138402720456,do you think she'd be offended if we offered to lend her a dress for thursday?,generated_audio/jenny_audio_48.wav,reference_audio/jenny_reference_48.wav
asked another voice.,0.0,3.3761864028495117,73.20217473842403,1.0390050411224365,0.15772157388609453,asked another voice.,generated_audio/jenny_audio_49.wav,reference_audio/jenny_reference_49.wav
"'She's proud, but I don't believe she'd mind, for that dowdy tarlaton is all she has got.",0.17647058823529413,3.8222985121027664,82.72502791749753,1.2083829641342163,0.2190269726980303,"she's proud, but i don't believe she'd mind for that dowdy charlatan is all she has got.",generated_audio/jenny_audio_50.wav,reference_audio/jenny_reference_50.wav
