Text,WER,DNSMOS,MCD,PESQ,STOI,Recognized Text,Audio File,Reference Audio File
mussulmans and giaours throw kerchiefs at a smile and have no ruth for any weeping,0.2,3.908089521979159,123.2931495176912,1.0330859422683716,0.1250257733181216,musclemans and dioras throw kerchiefs at a smile and have no ruth for any weeping.,generated_audio/librispeech_audio_23.wav,reference_audio/librispeech_reference_23.wav
the axe struck deep into the very pith the tree fell to the earth with a sigh he felt a pang it was like a swoon he could not think of happiness for he was sorrowful at being separated from his home from the place where he had sprung up,0.14,3.9640310389531948,107.55157559594355,1.0340430736541748,0.18219248720397394,"the axe struck deep into the very pith. the tree fell to the earth with a sigh. he felt a pang. it was like a swoon. he could not think of happiness, for he was sorrowful at being separated from his home, from the place where he had sprung up.",generated_audio/librispeech_audio_24.wav,reference_audio/librispeech_reference_24.wav
but it's worse now it's unbearable,0.3333333333333333,3.5277422334222908,154.20311895682522,1.0366415977478027,0.25424922704309283,but it's worse now. it's unbearable.,generated_audio/librispeech_audio_25.wav,reference_audio/librispeech_reference_25.wav
goliath makes another discovery,0.25,3.6342055802584414,127.2200432383077,1.025495171546936,0.24521446269957708,goliath makes another discovery.,generated_audio/librispeech_audio_26.wav,reference_audio/librispeech_reference_26.wav
their eyes were from the first turned in anticipation toward the evening sun not merely that the work of proselyting should be carried on in the west but that the headquarters of the church should be there established,0.02631578947368421,3.908495874001988,154.48527531119046,1.057578682899475,0.23560065429677673,their eyes were from the first turned in anticipation toward the evening sun not merely that the work of proselyting should be carried on in the west but the headquarters of the church should be there established,generated_audio/librispeech_audio_27.wav,reference_audio/librispeech_reference_27.wav
you must see lieutenant i should think that we are not so near the coast of algeria as you imagined,0.15,3.8526793817258658,135.70878647287083,1.0425944328308105,0.1134704280543552,"you must see, lieutenant, i should think that we are not so near the coast of algeria as you imagined.",generated_audio/librispeech_audio_28.wav,reference_audio/librispeech_reference_28.wav
and with it i leave you a name sif the friendly i shall hope to drink with you sometime in valhalla,0.19047619047619047,3.7675278382287147,200.077389005115,1.0844100713729858,0.08464106041242864,"and with it, i leave you a name, sif the friendly i shall hope to drink with you, sometime in valhalla.",generated_audio/librispeech_audio_29.wav,reference_audio/librispeech_reference_29.wav
most people talk too much so it is a relief to find one who talks too little,0.11764705882352941,3.951095784552865,115.9798094749317,1.036070704460144,0.09692257971223976,"most people talk too much, so it is a relief to find one who talks too little.",generated_audio/librispeech_audio_30.wav,reference_audio/librispeech_reference_30.wav
nottingham castle was reached and admittance was demanded,0.125,3.6416429360118143,131.40404792546357,1.0230987071990967,0.17458978866115937,nottingham castle was reached and admittance was demanded.,generated_audio/librispeech_audio_31.wav,reference_audio/librispeech_reference_31.wav
i am very glad,0.25,3.301813847932037,137.71906493766753,1.0233418941497803,0.11869939405010112,i am very glad.,generated_audio/librispeech_audio_32.wav,reference_audio/librispeech_reference_32.wav
dreading the superior power of argyle who having joined his vassals to a force levied by the public was approaching with a considerable army montrose hastened northwards in order to rouse again the marquis of huntley and the gordons who having before hastily taken arms had been instantly suppressed by the covenanters,0.038461538461538464,3.8850746044757507,125.32568391348195,1.0493050813674927,0.16960741675024385,dreading the superior power of argyll who having joined his vassals to a force levied by the public was approaching with a considerable army montrose hastened northwards in order to rouse again the marquis of huntly and the gordons who having before hastily taken arms had been instantly suppressed by the covenanters,generated_audio/librispeech_audio_33.wav,reference_audio/librispeech_reference_33.wav
my friend's temper had not improved since he had been deprived of the congenial surroundings of baker street,0.05555555555555555,3.7868695347490178,135.49827560394695,1.0796303749084473,0.05982985786394719,my friend's temper had not improved since he had been deprived of the congenial surroundings of baker street.,generated_audio/librispeech_audio_34.wav,reference_audio/librispeech_reference_34.wav
he stood a little behind her and tried to steady himself as he said it's soft and misty see how white the stars are,0.125,3.9140746477355046,133.23025786239168,1.0738331079483032,0.27461575448438874,"he stood a little behind her and tried to steady himself as he said, it's soft and misty. see how white the stars are.",generated_audio/librispeech_audio_35.wav,reference_audio/librispeech_reference_35.wav
here is an equally typical greek school landscape by wilson lost wholly in golden mist the trees so slightly drawn that you don't know if they are trees or towers and no care for color whatever perfectly deceptive and marvelous effect of sunshine through the mist apollo and the python,0.04,3.9193348916813617,151.13889459348326,1.0482345819473267,0.19056789855228046,here is an equally typical greek school landscape by wilson lost wholly in golden mist the trees so slightly drawn that you don't know if they are trees or towers and no care for colour whatever perfectly deceptive and marvellous effect of sunshine through the mist apollo and the python,generated_audio/librispeech_audio_36.wav,reference_audio/librispeech_reference_36.wav
and what through the left hand window,0.14285714285714285,3.6280317783888707,166.75999654257149,1.0544428825378418,-0.018131943974081705,and what through the left hand window?,generated_audio/librispeech_audio_37.wav,reference_audio/librispeech_reference_37.wav
thee study medicine,0.6666666666666666,3.2978307714226736,112.12455866980551,1.0213156938552856,0.2717076979450429,they study medicine.,generated_audio/librispeech_audio_38.wav,reference_audio/librispeech_reference_38.wav
the rector paused and then shaking his clasped hands before him went on,0.23076923076923078,3.758610510314194,122.7245573235337,1.0482672452926636,0.1851977770240754,"the rector paused and then, shaking his clasped hands before him, went on.",generated_audio/librispeech_audio_39.wav,reference_audio/librispeech_reference_39.wav
and yesterday things went on just as usual,0.125,3.505839520584111,121.02072370029013,1.033400058746338,0.13833891747986937,and yesterday things went on just as usual.,generated_audio/librispeech_audio_40.wav,reference_audio/librispeech_reference_40.wav
come to me men here here he raised his voice still louder,0.3333333333333333,3.9435672821720718,145.30036275242472,1.0203545093536377,0.1621292884515142,"come to me, men here. he raised his voice still louder.",generated_audio/librispeech_audio_41.wav,reference_audio/librispeech_reference_41.wav
experience proves this,0.3333333333333333,3.4938213932665065,180.92362044070597,1.0365657806396484,0.025895443116171632,experience proves this.,generated_audio/librispeech_audio_42.wav,reference_audio/librispeech_reference_42.wav
in autumn the wood cutters always came and felled some of the largest trees,0.2857142857142857,3.7750939967911923,115.9964985200234,1.025153398513794,0.2141311532771249,"in autumn, the woodcutters always came and felled some of the largest trees.",generated_audio/librispeech_audio_43.wav,reference_audio/librispeech_reference_43.wav
captain martin said i shall give you a pistol to help protect yourself if worse comes to worst,0.1111111111111111,3.779819124824888,128.45004981035353,1.0347076654434204,0.07440961855980657,"captain martin said, i shall give you a pistol to help protect yourself if worse comes to worst.",generated_audio/librispeech_audio_44.wav,reference_audio/librispeech_reference_44.wav
there in the cedar hollow then lived olive lord an angry resentful little creature weighed down by a fierce sense of injury,0.18181818181818182,3.862343155459328,140.36458512163367,1.0389032363891602,0.13760909620933845,"there in the cedar hollow then lived olive lord, an angry, resentful little creature, weighed down by a fierce sense of injury.",generated_audio/librispeech_audio_45.wav,reference_audio/librispeech_reference_45.wav
concord returned to its place amidst the tents,0.125,3.7128318982310353,142.18616494608537,1.1103317737579346,0.13206057365524682,concord returned to its place amidst the tense,generated_audio/librispeech_audio_46.wav,reference_audio/librispeech_reference_46.wav
asked the voice in scornful accents,0.16666666666666666,3.6047635157407387,132.8365625665286,1.0363341569900513,0.15917998188431964,"asked the voice in scornful accents,",generated_audio/librispeech_audio_47.wav,reference_audio/librispeech_reference_47.wav
what a box women are put into measured for it and put in young if we go anywhere it's in a box veiled and pinioned and shut in by disabilities,0.13333333333333333,3.8928194733256163,141.72273857125796,1.0316312313079834,0.17304237391091062,"what a box women are put into measured for it and put in young. if we go anywhere, it's in a box, veiled and pinioned and shut in by disabilities.",generated_audio/librispeech_audio_48.wav,reference_audio/librispeech_reference_48.wav
cries of a nottingham a nottingham,0.3333333333333333,3.7148686806074407,152.1133300077246,1.057411789894104,0.11565860187695402,"cries of a nottingham, a nottingham.",generated_audio/librispeech_audio_49.wav,reference_audio/librispeech_reference_49.wav
that time it pointed us into your father's ships,0.2222222222222222,3.6591240769644333,192.87275265868686,1.0747138261795044,0.05027498269967991,at that time it pointed us into your father's ships.,generated_audio/librispeech_audio_50.wav,reference_audio/librispeech_reference_50.wav
